-0.2452197036 -0.9610358603 -0.4324499400 -0.1779514006  0.0799803313  0.0617342710  0.3864929914 -0.0635623960 -0.0535786595 -0.3316162698  2 
-0.0901391275 -0.9433840241 -0.2540544481  0.3481376205  0.0039118210  0.1614553040  0.3695560922 -0.2529340926 -0.2066247550 -0.3994722051  2 
-0.2222003185 -0.8440325120 -0.3100628258 -0.5416396367 -0.1645472778  0.2727814679 -0.1362712477 -0.1889502547  0.1013818862 -0.8452488958  2 
-0.4320209561 -1.0580116784 -0.0354927389  0.2456832118 -0.1298730135 -0.0084441576  0.2023222722 -0.0246331437 -0.0811446964 -0.3620285857  2 
-0.3003282167 -0.7937276608 -0.2733536140 -0.2877131760 -0.0674948419  0.0043858642  0.0381007000  0.1068963707 -0.1312642413 -0.4405942090  2 
-0.2899696642 -0.9299132148 -0.3399470254 -0.2684041719 -0.0046715064  0.0223923387  0.0946064181 -0.0697522351 -0.2487694122 -0.2150861531  2 
-0.2546585684 -1.0193788607 -0.3361991312 -0.0686129653  0.0033887496  0.0984636013  0.1335044946  0.0093887796  0.0957503243 -0.2171167345  2 
-0.2902394935 -0.6556899039 -0.3768714598 -0.6554918229 -0.0463965864  0.1077231643  0.6355273435 -0.1372799219 -0.1668654128 -0.5933270753  2 
-0.3083054431 -0.6630174300 -0.3200933810 -0.1110555639 -0.0713345870  0.2063760629  0.3400808453 -0.1228668319 -0.2706466454 -0.1746017333  2 
-0.1547883467 -1.2297071232 -0.3582840898 -0.0013839988 -0.0109741608  0.2398193614  0.3914154657 -0.1657674812 -0.1774301551 -0.5102209296  2 
-0.2090880159 -1.0415847869 -0.3280431445  0.0132263468  0.0166266292  0.0586584767  0.1059370240  0.0709486831  0.0564486221 -0.2968726033  2 
-0.3699511111 -1.0872190871 -0.4671108744 -0.3230906010 -0.0341675440  0.0657810183 -0.0267451027 -0.1641586287  0.0304127001 -0.5855562611  2 
-0.3027097191 -1.2056396544 -0.0485081602 -0.0205743210  0.0945434802  0.0980406370  0.1644008298  0.0349752089 -0.1804197057 -0.0952883594  2 
-0.0436987239 -1.1890138835 -0.5258112240  0.0233195407 -0.1689484760  0.2440549377  0.3045750428  0.1207315662  0.0741868777 -0.2233363104  2 
-0.0371619264 -1.2215316736 -0.4495537365  0.1107314745  0.0409097766  0.1709463790  0.1113708252 -0.0346792120 -0.0966374226 -0.2748208448  2 
-0.3975504391 -0.7267675086 -0.4689391957 -0.2483005048 -0.0705886811 -0.0071039639  0.3386330525  0.1250742792  0.0144472669 -0.2060711697  2 
-0.4063954905 -0.8468558548 -0.2979053320 -0.2663077193  0.0487361828  0.0036187988  0.4169990224 -0.0422257417 -0.3316379826 -0.3171176881  2 
-0.1095076007 -0.6323862790 -0.2051862468 -0.6456941670 -0.0671088206  0.1929539037  0.2115914069 -0.1418163521  0.0055456980 -0.2903431250  2 
-0.2088771249 -1.0757084272 -0.3449258771  0.1941965255 -0.1685636905  0.0462091825  0.0099471575 -0.0952256461 -0.0867372796 -0.1168215073  2 
-0.0777646462 -0.6431899109 -0.3170021886 -0.4246497699  0.2574395594  0.1410308701  0.8187712317 -0.1082917994 -0.0304618020 -0.1722828402  2 
-0.0577123504 -0.6398413437 -0.0771173114 -0.3182035021  0.0937952984  0.2776386832  0.2740304493  0.1358330508 -0.2785297305 -0.1436834876  2 
-0.1236278435 -0.9581587387 -0.4095150799  0.2527025191  0.0080536294  0.2155284210 -0.0608654423 -0.1009505865 -0.0405435738 -0.2974920564  2 
 0.0403152464 -1.0731916001 -0.3523846989 -0.2901637957 -0.0108145846  0.2217767905  0.7220057126 -0.0286221430 -0.0089007425 -0.2900027417  2 
-0.0798066185 -0.6756327099 -0.2375481107 -0.4265502029 -0.0944072763  0.1694627796  0.0703803909 -0.2762122059  0.0273807693 -0.2922576569  2 
-0.1175384625 -0.7812471530 -0.4237869526 -0.5108800967  0.1672500653  0.1860986458  0.4069346103 -0.0767656672 -0.0943924379 -0.0790478116  2 
-0.3175347325 -0.7413139675 -0.4417899575 -0.8851787089  0.1701876772  0.0063087287  0.7701996907 -0.1336077215 -0.2688366153 -0.3775710634  2 
-0.2135902629 -0.9538657734 -0.3094104713 -0.5218821398  0.0252360760  0.0006121287  0.4573574543  0.0086890134 -0.2398976002 -0.4687814100  2 
-0.1688802700 -0.9510951795 -0.2920104081  0.1480542640  0.0080269348  0.1568070269  0.1326383150 -0.2205780189 -0.0899477208 -0.3913919922  2 
-0.1772850912 -0.9646298979  0.0757307297 -0.3578232920 -0.0630834502 -0.0120067967 -0.0308296032  0.1435340714 -0.4266589965 -0.1705385555  2 
-0.1390908076 -0.8786924204 -0.4075371722 -0.3896978022  0.2985544540  0.2223171988 -0.2100590327  0.1320747640  0.0473147730 -0.4100685273  2 
-0.2238697994 -0.6569572243 -0.2439068480 -0.4966411657 -0.1994661268 -0.0502080249 -0.1539484134 -0.2274527999 -0.2512301412 -0.5889692743  2 
 0.0350862146 -0.9593339330 -0.1652716163 -0.2162082701 -0.1162556912  0.3340442685  0.5208063101 -0.1631962895  0.0054340440 -0.4104516181  2 
