-1.2226028983 -0.7977774030 -0.8674421780 -0.6388755373 -0.5451023090 -0.4118135242 -0.7945034796 -0.6293498298 -0.5467549229 -0.8678011711 -1.2226028983 -0.8786102012 -0.7473796787 -0.8184716476 -0.6710644231 -0.7178635385 -0.9913703446 -0.7783224289 -0.7594009064 -0.8916186145 -1.2226028983 -0.8992305273 -0.9874169965 -0.7499735889 -0.6992468354 -0.5659568883 -0.9109083308 -0.7861027894 -0.7002046706 -1.0145759540 -1.2226028983 -0.7659983237 -0.5546560079 -0.7137324660 -0.5453311713 -0.5867785358 -0.8706068224 -0.6204281133 -0.5677631702 -0.6067784547  2 
-1.4101720084 -1.0293074698 -1.0134027484 -0.8952305539 -0.7622775096 -0.6760647403 -1.0425823963 -0.8509577090 -0.7754506124 -1.0368569581 -1.4101720084 -1.0830660684 -0.8941127813 -1.0149979220 -0.8246516821 -0.8287187926 -1.1722335353 -0.9411831958 -0.8907361064 -1.0096992952 -1.4101720084 -1.0813741170 -1.0944356156 -0.9322772352 -0.8082875802 -0.6805197824 -1.0710199832 -0.8987605917 -0.8122381204 -1.0739801900 -1.4101720084 -0.9186425155 -0.7700735531 -0.8470471044 -0.6631127061 -0.7233597421 -1.0134009187 -0.7483654796 -0.6981375684 -0.8170717049  2 
-1.1070468223 -0.6486431839 -0.6294518057 -0.4923659551 -0.3668682754 -0.2980534864 -0.6821065385 -0.4780492612 -0.3946719562 -0.6806315915 -1.1070468223 -0.7175206767 -0.5333020919 -0.6707233939 -0.4962586681 -0.5327194001 -0.8491978589 -0.6031900971 -0.5753904064 -0.6733417235 -1.1070468223 -0.8392144124 -0.8529082214 -0.6999793178 -0.5956532356 -0.4430437706 -0.8292570601 -0.6799083765 -0.5948306456 -0.8701706538 -1.1070468223 -0.6919930118 -0.4454955019 -0.5878485256 -0.3714139007 -0.3680500488 -0.7462392365 -0.4568430306 -0.3792493427 -0.4692179013  2 
-1.2698610032 -0.8548159474 -0.9576720159 -0.7074099217 -0.6194585416 -0.4691777666 -0.8722843309 -0.7050958176 -0.6199116463 -0.9878585063 -1.2698610032 -0.9091457299 -0.8303748554 -0.8529484286 -0.7158808822 -0.7499791656 -1.0178915462 -0.8057032643 -0.7782409878 -0.9204025306 -1.2698610032 -1.0192594245 -1.0350815507 -0.9167632418 -0.8133861941 -0.7205952631 -1.0268824782 -0.8767132158 -0.8221729485 -1.0394646899 -1.2698610032 -0.8288463422 -0.7185792025 -0.7737989778 -0.6168151151 -0.6879826054 -0.9372474677 -0.6930571971 -0.6567652429 -0.7788458701  2 
-1.3307742997 -0.8623791464 -0.7614176825 -0.6893310941 -0.4978051771 -0.3605628238 -0.8574566698 -0.5997891267 -0.4955059428 -0.7793425092 -1.3307742997 -0.9136213369 -0.7121318050 -0.8450407131 -0.6515749026 -0.6615642709 -1.0028284543 -0.7396968835 -0.6858430503 -0.7800354850 -1.3307742997 -1.0164132576 -0.9924756511 -0.8743646891 -0.7379670614 -0.6300400114 -1.0179208472 -0.8245442260 -0.7667043360 -1.0201428721 -1.3307742997 -0.8612177598 -0.5708641155 -0.7841999576 -0.5452285718 -0.5616044418 -0.9515619620 -0.6416883888 -0.5783278760 -0.6483990769  2 
-1.0489398833 -0.6316164603 -0.6066743454 -0.4687356297 -0.3811396378 -0.3145704513 -0.5569555648 -0.4027002442 -0.3534261558 -0.5655265687 -1.0489398833 -0.7355676096 -0.5045048819 -0.6891576703 -0.5112986519 -0.5182338795 -0.8366786912 -0.6124136605 -0.5580448055 -0.6013527074 -1.0489398833 -0.8530950623 -0.9547314804 -0.7346251372 -0.7098170078 -0.6032039277 -0.8300535529 -0.7484992018 -0.6826644123 -0.8909729500 -1.0489398833 -0.6468592060 -0.4360406193 -0.6504787047 -0.4515522089 -0.5295595598 -0.8347734433 -0.5640105426 -0.5370814040 -0.5818336131  2 
-1.0588924695 -0.6692511273 -0.7786174230 -0.5469325839 -0.4750990518 -0.3920336968 -0.6849202691 -0.5268733347 -0.4779800367 -0.8004831137 -1.0588924695 -0.7188674920 -0.6539303992 -0.6920988753 -0.5782288083 -0.6447638248 -0.8596529201 -0.6697343385 -0.6552502453 -0.7943105066 -1.0588924695 -0.7931575003 -0.9100084939 -0.6755110422 -0.6294307242 -0.5320156442 -0.7982935652 -0.6891861839 -0.6312139105 -0.8917841342 -1.0588924695 -0.6900743186 -0.5168023099 -0.6549106076 -0.5034091734 -0.5590270963 -0.8246158286 -0.6130991126 -0.5887354792 -0.6842108528  2 
-1.2538062990 -0.7533200875 -0.6680897273 -0.5829855116 -0.4186676640 -0.3323256328 -0.7722524445 -0.5216711611 -0.4222513690 -0.6890863008 -1.2538062990 -0.8823058681 -0.7264244777 -0.8338177028 -0.6695108037 -0.7002250884 -1.0201822058 -0.7852785675 -0.7334698719 -0.8534302806 -1.2538062990 -0.9021338733 -0.9306980012 -0.7445845888 -0.6311213654 -0.4736036784 -0.9057579884 -0.7105182995 -0.6029582958 -0.9012784595 -1.2538062990 -0.7012684794 -0.3467052356 -0.6329866089 -0.3696408526 -0.4082655820 -0.7925695472 -0.4536741462 -0.4071239707 -0.4081648443  2 
-1.1839318971 -0.7435876134 -0.7014821565 -0.5871859777 -0.4612457376 -0.4002053515 -0.7488223385 -0.5602502587 -0.5127642681 -0.7318213773 -1.1839318971 -0.8173076321 -0.6429030974 -0.7570043360 -0.5757569778 -0.6147455963 -0.9240233042 -0.6817891012 -0.6514511700 -0.7386465433 -1.1839318971 -0.8653466959 -0.9060512752 -0.7271641451 -0.6249161138 -0.5149954016 -0.8629896035 -0.6829875629 -0.6085379688 -0.8661625916 -1.1839318971 -0.7023685243 -0.4572053462 -0.6720465910 -0.4623461408 -0.5557745659 -0.8437370226 -0.5635546511 -0.5418943685 -0.6215291594  2 
-1.0024400530 -0.6055821876 -0.7804443511 -0.4981138603 -0.4541191133 -0.3836613927 -0.6491379306 -0.5268256945 -0.5079614952 -0.8581264261 -1.0024400530 -0.7188713930 -0.6466752861 -0.6804347532 -0.5791227342 -0.6324749912 -0.8555305341 -0.6817101238 -0.6708765381 -0.8074665021 -1.0024400530 -0.7761598347 -1.0161313213 -0.6432476325 -0.6788963828 -0.5544672406 -0.7501186255 -0.7106116712 -0.6537002006 -0.9610337900 -1.0024400530 -0.6020248661 -0.5515149406 -0.5706300042 -0.4596148825 -0.5502540484 -0.7128995982 -0.5139460967 -0.4820709949 -0.5798411084  2 
-1.0136235499 -0.6629641202 -0.7735712420 -0.5542460809 -0.4777125716 -0.3911216125 -0.6803343145 -0.5328411906 -0.4847946501 -0.7873702044 -1.0136235499 -0.6981377882 -0.6292730617 -0.6902220903 -0.5687238722 -0.6370900084 -0.8631542728 -0.6685655195 -0.6532241929 -0.7861746933 -1.0136235499 -0.7716091874 -0.9237564691 -0.6659647863 -0.6525361825 -0.5783845609 -0.7831494124 -0.7045022556 -0.6667612195 -0.9321314880 -1.0136235499 -0.6684465854 -0.5315514682 -0.6441620880 -0.5019248072 -0.5587577219 -0.8124273566 -0.6097623717 -0.5832630895 -0.6746242448  2 
-0.9598908992 -0.5831362963 -0.6892332417 -0.4389709377 -0.3758306028 -0.2717881756 -0.6023852145 -0.4639204578 -0.3861832759 -0.7268879964 -0.9598908992 -0.6653805286 -0.6512671992 -0.6027120526 -0.5159456800 -0.5472091835 -0.7662435882 -0.6030177056 -0.5713843914 -0.7382037525 -0.9598908992 -0.7136984147 -0.8404439488 -0.5994488951 -0.5566111910 -0.4392606466 -0.7060383953 -0.6064396920 -0.5674889561 -0.8649799552 -0.9598908992 -0.5832578047 -0.4376568551 -0.5290431364 -0.3833227814 -0.4206039899 -0.6977052876 -0.4822754775 -0.4490699838 -0.5461546780  2 
-1.0517009315 -0.5990072611 -0.8175600510 -0.4744944084 -0.4135615333 -0.2863640462 -0.6275339943 -0.4854896537 -0.4321999273 -0.8601706042 -1.0517009315 -0.6943028165 -0.5712992454 -0.6612686618 -0.5033548111 -0.5592013711 -0.8324883609 -0.6006509557 -0.5850382961 -0.7168868492 -1.0517009315 -0.8428002593 -1.0232798538 -0.7274168091 -0.7334589781 -0.6240977036 -0.7990443179 -0.7385725398 -0.6938432734 -0.9330571589 -1.0517009315 -0.6656761507 -0.6614317350 -0.6622967435 -0.5669301293 -0.6657454873 -0.8179681279 -0.6414035896 -0.6097006873 -0.7314561863  2 
-1.1061801234 -0.7654768882 -0.7903599400 -0.6800991724 -0.5892268222 -0.5752330612 -0.7948309045 -0.6380032113 -0.6252975007 -0.8513169094 -1.1061801234 -0.8118841288 -0.8215932838 -0.7918333960 -0.7341291818 -0.8106972455 -0.9589105445 -0.8263463418 -0.8302348181 -0.9938686439 -1.1061801234 -0.8433786053 -1.0069009397 -0.7369463674 -0.7178655224 -0.6011545896 -0.8664019825 -0.7665298664 -0.7072650972 -1.0077428294 -1.1061801234 -0.7584428433 -0.5574343345 -0.7270682533 -0.5440824043 -0.5584210779 -0.9004503070 -0.6662280990 -0.6234280888 -0.7062776641  2 
