-0.6111205457 -1.0269745212 -0.9046160393 -1.0174860406 -0.9088453012 -0.7624605289 -0.9580324983 -0.8921495183 -0.9109906334 -0.8262513718 -0.6111205457 -1.3898065535 -1.0257432707 -1.3778069587 -1.1418541394 -0.8919053113 -1.3208411650 -1.2264869292 -1.2702889009 -1.1726905208 -0.6111205457 -0.7340203810 -0.6392969786 -0.6536391702 -0.7514173375 -0.6449514753 -0.8031837746 -0.8167646496 -0.7568877813 -0.7468178933 -0.6111205457 -0.6333925867 -0.1899630338 -0.4870813165 -0.2785767760  0.0389319473 -0.5548923559 -0.3141598725 -0.2221436519 -0.1265640290  2 
-1.5332989318 -2.1534116286 -1.3702049356 -2.1310798831 -1.8292481230 -1.9500776067 -2.1968108392 -1.8947519893 -1.8798029103 -1.3436112900 -1.5332989318 -2.3842824674 -1.4614003326 -2.7918921435 -1.9288349620 -1.5904916383 -2.2458645963 -1.9239845267 -1.8521204312 -1.5116534173 -1.5332989318 -1.5545071667 -0.9645359356 -1.3425316013 -1.1810042728 -1.1005339285 -1.5060212215 -1.2772848481 -1.2004643020 -0.9288352281 -1.5332989318 -1.4408867832 -0.8419404960 -1.4121275234 -0.8915068202 -0.7627113873 -1.4250435990 -0.9200707513 -0.8692075403 -0.8068614473  2 
-0.0429922670 -0.3014086339 -0.1454680417 -0.3810554735 -0.1534777131 -0.2511918746 -0.3967800627 -0.2076326839 -0.2667290578 -0.2534579756 -0.0429922670 -0.6062650768 -0.3901374611 -0.3146991515 -0.2461497838  0.2748338267 -0.5937010541 -0.4764328614 -0.4550991360 -0.5461039634 -0.0429922670 -0.4636708766 -0.2305130297 -0.4647198827 -0.3432904752 -0.1561626739 -0.4447615751 -0.3826653585 -0.3396780687 -0.3043533548 -0.0429922670 -0.2419013732  0.1404194780  0.3864046186  0.6264812244  1.3227266833  0.2029723757  0.4605784551  0.7134732478  0.3184435462  2 
-0.8434637225 -1.3044777149 -1.1924335678 -1.3151961049 -1.2239719184 -1.0202710886 -1.3464300099 -1.2348409190 -1.2209008548 -1.1936617647 -0.8434637225 -1.5383317498 -1.2721596157 -1.6258811940 -1.3714935905 -1.0942911897 -1.4564836515 -1.3437531516 -1.3537528420 -1.2553177509 -0.8434637225 -1.2747043777 -0.7841537337 -1.2839070326 -1.2010912405 -1.2599021599 -1.3122721041 -1.1871600479 -1.2397994871 -0.8230781347 -0.8434637225 -0.9658612486 -0.6860889566 -0.9038719973 -0.6505761468 -0.5550704783 -0.9609836570 -0.6581309363 -0.6638716908 -0.6832010982  2 
-1.1429422743 -1.3412740935 -0.5664162933 -1.2366625487 -0.7083969372 -0.5321258953 -1.2723883071 -0.7584104379 -0.6938871051 -0.5555421173 -1.1429422743 -1.5601011586 -0.9210907771 -1.5689820167 -1.0419898735 -0.5371192537 -1.3794435811 -1.0610620350 -0.9444183043 -0.8523795220 -1.1429422743 -1.2618834910 -0.6546706730 -1.1236905881 -0.9039630969 -0.8997909385 -1.2729334941 -0.9739047469 -1.0201813803 -0.7638751886 -1.1429422743 -1.1371074096 -0.2390180950 -0.9760425183 -0.2780428526  0.1866875954 -1.0482125784 -0.4148484562 -0.2745775631 -0.2612064952  2 
 0.2426889051 -0.2185704369 -0.0728118951 -0.2784064783 -0.2139606881 -0.3254236222  0.2281594430  0.1332627342 -0.0920015066  0.0987968997  0.2426889051 -0.6940455858 -0.3046372728 -0.4473411467 -0.3232146321  0.3661185088 -0.5296718648 -0.5159353975 -0.3782559324 -0.3394519923  0.2426889051 -0.5261978634 -0.5399628323 -0.5956401536 -0.7930605598 -0.7930718394 -0.4482579163 -0.6630494938 -0.6874402478 -0.3680925553  0.2426889051 -0.0031416417  0.1690353940 -0.0481748868  0.2094449133  0.3747703248 -0.3365327726 -0.0469664729 -0.0698663397 -0.0458676142  2 
 0.1937572880 -0.4016701354 -0.6212804815 -0.6180902803 -0.6121668808 -0.6735645868 -0.4108303841 -0.4285234614 -0.6196429730 -0.6202385208  0.1937572880 -0.6128160034 -0.7482882328 -0.4685042936 -0.6661646260 -0.4312464015 -0.6471733861 -0.7614275191 -0.8088883127 -0.8933574588  0.1937572880 -0.2562022096 -0.4040457591 -0.3722587049 -0.4763633722 -0.5099772729 -0.3088420253 -0.4205909848 -0.4837311358 -0.3705780613  0.1937572880 -0.2317514055 -0.0753959592 -0.0789270609 -0.0604165009  0.2018149463 -0.2746348281 -0.2794497532 -0.3262317551 -0.3770573780  2 
-0.7645312096 -0.8106813609 -0.2687163081 -0.7747024614 -0.3730069380 -0.4052202532 -0.8469222891 -0.4049876912 -0.3835623649 -0.2793318472 -0.7645312096 -1.4077823238 -0.9635263535 -1.4882279666 -1.1338933966 -0.7807515354 -1.4681992129 -1.2562785730 -1.1554111417 -1.0630669296 -0.7645312096 -0.7470988376 -0.4669229840 -0.6332751157 -0.4830239776 -0.2776903105 -0.7805754669 -0.5077919590 -0.3718580543 -0.3996691145 -0.7645312096 -0.2909689871  0.4394156766  0.0731996079  0.6357080905  1.0866875165 -0.0793528639  0.4755862795  0.5751281016  0.5159498239  2 
-0.4209956288 -0.7633310529 -0.3752323639 -0.7929490838 -0.5534556217 -0.7102902330 -0.7299244070 -0.5795279591 -0.7669976979 -0.4101136209 -0.4209956288 -1.0916300850 -0.7155476868 -0.9355250554 -0.6534989713 -0.2420778848 -0.9763952324 -0.8130554721 -0.7920579291 -0.7335682526 -0.4209956288 -0.5813867585 -0.3920194249 -0.5674464170 -0.4585771983 -0.4422928456 -0.5928363362 -0.3952523920 -0.3939497773 -0.2920724663 -0.4209956288 -0.2967882709  0.1049787503 -0.1978305559  0.1532737557  0.2209051959 -0.3911545663 -0.0448073725 -0.0937536639 -0.1742824713  2 
 0.4713040456 -0.0919088277 -0.6271080651 -0.4060240968 -0.5232525179 -0.6359371674 -0.2321518148 -0.4283079267 -0.7466519478 -0.7966438359  0.4713040456 -0.6128349779 -0.7267474816 -0.3845762677 -0.6707451007 -0.3538047755 -0.6260894738 -0.8127172289 -0.8781147642 -0.9311231145  0.4713040456 -0.1796342665 -0.7265623267 -0.2503411284 -0.6712428250 -0.5992605740 -0.0973698988 -0.5081736418 -0.5727616025 -0.5827622191  0.4713040456  0.2340339026 -0.1804563565  0.5058808299  0.1674871065  0.2533070627  0.4061357309  0.1901385519  0.2031569664 -0.0394218733  2 
