-4.8788234479  0.1888784464  1.4240949511 -0.3256474130  1.2781902999 -0.5396658449 -0.3026630222  0.2443407099  0.0337688575 -0.1803511639  0.2774578821 -0.1532340490  0.0392393426  0.0060273410  0.0176721114 -0.0413572363  0.0984974413 -0.1362088467  0.0368104444 -0.1171177672  0.0639598028 -0.0175664632  0.1428720542  0.0476551647  0.0108504589 -0.0351288834  0.0524780085 -0.0506608317 -0.0763596782  0.0125543798 -0.0132818610 -0.0876134846 -0.0253021194  0.0196703307  0.0012563657 -0.0053150663 -0.0040545875 -0.0000001040 -0.0000000912  0.0000001228  2 
-9.6221094358 -0.6646577919  2.4196064202  0.6130930065  1.2736606922 -0.5770376431  0.0806236935  0.5705313303  0.3750321963 -0.3319442407  0.4480949641  0.0363051804  0.1692878842  0.0576251842 -0.0709817305 -0.0889954072 -0.0503403787  0.0026365525 -0.0836462550 -0.0035753333 -0.0444403073  0.1377057647 -0.0059127640  0.0112556623  0.0549586103  0.0678728435  0.0532726723 -0.0379309599  0.0282908414  0.0351084736  0.0194074396 -0.0113996387  0.0219049018  0.0060196429 -0.0178654175  0.0148945447 -0.0094480074 -0.0000001586 -0.0000002178  0.0000000244  2 
-0.8069564569  0.0894597717  1.1765570895 -0.8875135111  1.6276641422  0.0231777287 -0.9046058638 -0.1226914549  0.3657313051 -0.2997622020 -0.1153041061  0.2740082368  0.1937049848 -0.0451826576 -0.4106842362 -0.0271355931  0.2132878140 -0.0442430541  0.0888536139  0.0903259357 -0.1285672358  0.0309682983  0.0509504920  0.0035009457  0.0781307022 -0.0422720213 -0.0183666645 -0.0430229844 -0.0457987382  0.0411217771 -0.0094871607  0.0553974089 -0.0170428546 -0.0120422221  0.0052753048 -0.0496069814 -0.0085425314 -0.0000000014 -0.0000000203  0.0000002081  2 
-6.9619873134 -0.0323925107  1.1047738417 -0.4924119804  0.8348967370 -0.3780419652 -0.1310465671  0.1208123368  0.3489837123 -0.0850334886 -0.0163358799 -0.0630511695  0.2121932397  0.0265616047 -0.0203520669  0.0619155064  0.0264758235  0.0355786180  0.0375988765 -0.0199370540 -0.0434293913  0.1063448086 -0.0067794160 -0.0101832633  0.0035453656  0.0514876097 -0.0209605857 -0.0564801835 -0.0083884090 -0.0016622882 -0.0007767414 -0.0388761279 -0.0008561262 -0.0034981935 -0.0173679511 -0.0084825688 -0.0047890102 -0.0000000709 -0.0000001156  0.0000001934  2 
-5.5448422021 -1.4104529542  1.4770574441 -0.6472493579  1.3430924035  0.1847991675 -0.0772567160  0.2152819749  0.0869957228 -0.0449257656  0.1311744804 -0.1128421436  0.0819176885  0.0819265262 -0.1564815989  0.0484792472  0.0815173471 -0.0328125510  0.0672265972 -0.0415350739 -0.0464611258  0.1056296007  0.0088787185 -0.0186700455 -0.0749407017 -0.0268521037  0.0140560543  0.0102752136 -0.0083099163  0.0023091338  0.0175343560 -0.0197314892 -0.0152106226  0.0312746212  0.0149519119 -0.0100361805 -0.0048114413 -0.0000001616 -0.0000001661  0.0000000662  2 
-1.3578152530  0.4875500280 -0.0218826100 -1.1950749347  1.2848745785  0.4748447130  0.2199198411  0.2139392687  0.6167194343  0.0891484341 -0.2112718287  0.2977582659 -0.3204460817  0.0546110119  0.1181917293  0.1694815048  0.0452611745  0.0167629723  0.0716105602 -0.0753288624 -0.0312866469 -0.0774957787 -0.0466205930  0.0386064796  0.0086094437  0.0204206443  0.0114048928  0.0522381230  0.0677261438 -0.0202062684  0.0349833912 -0.0398838493  0.0110445173 -0.0098300819 -0.0324902584  0.0689221943  0.0061477092 -0.0000000224  0.0000000139 -0.0000002727  2 
-2.5295563683  1.3125976074  0.5385137685 -0.2612206071  0.7733908366 -0.0673431990 -0.2550504691 -0.0966337536  0.0932064601 -0.0812054072 -0.0414699624  0.0632654986 -0.1682927041  0.0201845526 -0.1297939392  0.0982449254  0.0878933819  0.0599457497  0.0028355588 -0.0860599028  0.0418499071  0.0637723708 -0.0222316225  0.0041395713 -0.0501916254  0.0017190672  0.0368683273  0.0094629947 -0.0954964046 -0.0342049862  0.0020873681 -0.0267144299  0.0219496797  0.0049099822  0.0313599584  0.0163420275  0.0073821296 -0.0000000724  0.0000000179 -0.0000002453  2 
-3.0263588536 -0.5584288504  2.4333399283 -1.0168233737  2.2977388749 -1.0228652847 -0.3994707374  0.3853838792 -0.2206269332 -0.4628288224  0.4349650465  0.0287925084  0.0192355610  0.0267676410 -0.3068386532 -0.0541570566  0.0165024349 -0.0180356992 -0.0059293139 -0.1147997878  0.0281721609 -0.0029548551  0.0066760203 -0.0609058930 -0.0556160479 -0.0068992642  0.0520051519  0.0407249450 -0.0782231090 -0.0189143604 -0.0163779135  0.0382332573 -0.0264213964  0.0094229565 -0.0364917823  0.0030942226  0.0054705715 -0.0000001314 -0.0000001209  0.0000000169  2 
-3.0288693320  0.0112910783  1.3526132255 -0.2032245642  1.1204270914 -0.1490903950 -0.2407133537  0.2521369546  0.2423873499 -0.2777059845 -0.0313027605  0.1285830551 -0.1164244836  0.0836309327 -0.0048440431  0.0732850957 -0.1433102280  0.0050089096  0.0001143010 -0.0058164067  0.0828943757  0.1768106273 -0.1405142886 -0.0020622790  0.0301741118  0.0570374728  0.0434642673  0.0182319663 -0.0386989171 -0.0353709783 -0.0130682350  0.0044961468 -0.0003534308 -0.0249916176  0.0038439257  0.0369418796 -0.0277281806 -0.0000000328 -0.0000000715 -0.0000001623  2 
-1.8476215567  1.9367766683  0.2918436574 -0.6244023606  1.3209777139 -0.6935970328 -0.6465914945  0.0484364627  0.4623256020 -0.4742250965 -0.1581537912  0.0252955145  0.1581575361 -0.2688742191  0.0448894329  0.1364962663  0.1564344786 -0.0468479626  0.0599107754 -0.0212148854 -0.0123629013  0.0108179686  0.0354229587  0.0052570039  0.1185349882  0.0459581009  0.0147401549 -0.0730409886  0.0379777459  0.0295252587  0.0338201047 -0.0123893665 -0.0243243326  0.0113525710 -0.0128467733  0.0145159791  0.0080791961 -0.0000000375  0.0000000566 -0.0000000082  2 
-2.3933379360  1.6946127224  0.3164714846 -0.3271707067  0.9368063046  0.0150134654 -0.1557301065 -0.1170751490  0.2733524856 -0.1061301585 -0.1489458491 -0.0605002522 -0.0388502140  0.0357311699 -0.1330793309  0.0857870054  0.1169797394  0.0660138386  0.0235855964 -0.0334772724  0.0184069523  0.0220473009  0.0152647056  0.0345020839 -0.0278488146 -0.0184895134  0.0541421959  0.0162692346 -0.0561620372 -0.0208910749  0.0041060720 -0.0158980273  0.0110424996 -0.0015987161  0.0069253448  0.0304167911  0.0200564192 -0.0000000632  0.0000000444 -0.0000002922  2 
