
Запущен  ИНК
Запущен алгоритм формирования групп классов
mlp_net: Создан 1 слой
mlp_net: Создан 2 слой
	АФГК: итерация 1
			Epochs: 1
				Training: re(ce) = 0.136087 (0.136232)
				Test: re(ce) = 0.177203 (0.180233)
				Validation: re(ce) = 0.152732 (0.132948)
			Epochs: 2
				Training: re(ce) = 0.113899 (0.110145)
				Test: re(ce) = 0.166184 (0.168605)
				Validation: re(ce) = 0.120956 (0.144509)
			Epochs: 3
				Training: re(ce) = 0.105678 (0.133333)
				Test: re(ce) = 0.151964 (0.186047)
				Validation: re(ce) = 0.132142 (0.115607)
			Epochs: 4
				Training: re(ce) = 0.0981103 (0.107246)
				Test: re(ce) = 0.153538 (0.186047)
				Validation: re(ce) = 0.107334 (0.127168)
			Epochs: 5
				Training: re(ce) = 0.0868759 (0.110145)
				Test: re(ce) = 0.141097 (0.186047)
				Validation: re(ce) = 0.104344 (0.121387)
			Epochs: 6
				Training: re(ce) = 0.0848844 (0.107246)
				Test: re(ce) = 0.141172 (0.180233)
				Validation: re(ce) = 0.104684 (0.109827)
		Достигнуто максимальное количество эпох
		Training completed:    0.953 s
		Training: re(ce) = 0.0848844 (0.107246)
		Validation: re(ce) = 0.104684 (0.109827)
		Test: re(ce) = 0.141172 (0.180233)
	Осталось 2 уникальных классов:
	Показатели МСП узла на обучающем множестве:
		regressError = 0.0848844
		classError = 0.107246
		numErrors = 37
		correct = 89.28
	Показатели МСП узла на тестовом множестве:
		regressError = 0.141172
		classError = 0.180233
		numErrors = 3.100000e+001
		correct = 81.98
	Показатели МСП узла на проверочном множестве:
		regressError = 0.104684
		classError = 0.109827
		numErrors = 19
		correct = 89.02
Уникальных классов 2
mlp_net: Создан 1 слой
mlp_net: Создан 2 слой
			Epochs: 1
				Training: re(ce) = 0.744101 (0.211594)
				Test: re(ce) = 0.812358 (0.302326)
				Validation: re(ce) = 0.77014 (0.260116)
			Epochs: 2
				Training: re(ce) = 0.396803 (0.104348)
				Test: re(ce) = 0.54295 (0.203488)
				Validation: re(ce) = 0.460321 (0.150289)
			Epochs: 3
				Training: re(ce) = 0.367989 (0.107246)
				Test: re(ce) = 0.551082 (0.203488)
				Validation: re(ce) = 0.451472 (0.156069)
			Epochs: 4
				Training: re(ce) = 0.361813 (0.104348)
				Test: re(ce) = 0.551554 (0.197674)
				Validation: re(ce) = 0.461903 (0.144509)
			Epochs: 5
				Training: re(ce) = 0.368246 (0.104348)
				Test: re(ce) = 0.605272 (0.186047)
				Validation: re(ce) = 0.434443 (0.138728)
			Epochs: 6
				Training: re(ce) = 0.337036 (0.0985507)
				Test: re(ce) = 0.545016 (0.19186)
				Validation: re(ce) = 0.437723 (0.132948)
			Epochs: 7
				Training: re(ce) = 0.330283 (0.0985507)
				Test: re(ce) = 0.561871 (0.203488)
				Validation: re(ce) = 0.414676 (0.138728)
			Epochs: 8
				Training: re(ce) = 0.320148 (0.0956522)
				Test: re(ce) = 0.549691 (0.180233)
				Validation: re(ce) = 0.426573 (0.132948)
			Epochs: 9
				Training: re(ce) = 0.319249 (0.0985507)
				Test: re(ce) = 0.56383 (0.19186)
				Validation: re(ce) = 0.420903 (0.132948)
			Epochs: 10
				Training: re(ce) = 0.312811 (0.0985507)
				Test: re(ce) = 0.548444 (0.180233)
				Validation: re(ce) = 0.417151 (0.127168)
			Epochs: 11
				Training: re(ce) = 0.31036 (0.0956522)
				Test: re(ce) = 0.552267 (0.186047)
				Validation: re(ce) = 0.423652 (0.138728)
			Epochs: 12
				Training: re(ce) = 0.323287 (0.0985507)
				Test: re(ce) = 0.585865 (0.197674)
				Validation: re(ce) = 0.421189 (0.138728)
			Epochs: 13
				Training: re(ce) = 0.319137 (0.0898551)
				Test: re(ce) = 0.570114 (0.203488)
				Validation: re(ce) = 0.460205 (0.144509)
			Epochs: 14
				Training: re(ce) = 0.303055 (0.0811594)
				Test: re(ce) = 0.56146 (0.180233)
				Validation: re(ce) = 0.430847 (0.132948)
			Epochs: 15
				Training: re(ce) = 0.304905 (0.0985507)
				Test: re(ce) = 0.562992 (0.180233)
				Validation: re(ce) = 0.417339 (0.127168)
			Epochs: 16
				Training: re(ce) = 0.301104 (0.0811594)
				Test: re(ce) = 0.573347 (0.180233)
				Validation: re(ce) = 0.436118 (0.132948)
			Epochs: 17
				Training: re(ce) = 0.299787 (0.0898551)
				Test: re(ce) = 0.567161 (0.186047)
				Validation: re(ce) = 0.423067 (0.127168)
			Epochs: 18
				Training: re(ce) = 0.29927 (0.0898551)
				Test: re(ce) = 0.56682 (0.186047)
				Validation: re(ce) = 0.419105 (0.127168)
			Epochs: 19
				Training: re(ce) = 0.299895 (0.0869565)
				Test: re(ce) = 0.574777 (0.186047)
				Validation: re(ce) = 0.423781 (0.144509)
			Epochs: 20
				Training: re(ce) = 0.31648 (0.0985507)
				Test: re(ce) = 0.604532 (0.19186)
				Validation: re(ce) = 0.428255 (0.144509)
			Epochs: 21
				Training: re(ce) = 0.320375 (0.0985507)
				Test: re(ce) = 0.610055 (0.19186)
				Validation: re(ce) = 0.429235 (0.138728)
			Epochs: 22
				Training: re(ce) = 0.326163 (0.101449)
				Test: re(ce) = 0.588342 (0.209302)
				Validation: re(ce) = 0.49234 (0.16185)
			Epochs: 23
				Training: re(ce) = 0.295802 (0.0956522)
				Test: re(ce) = 0.590463 (0.186047)
				Validation: re(ce) = 0.434085 (0.132948)
			Epochs: 24
				Training: re(ce) = 0.292081 (0.084058)
				Test: re(ce) = 0.56523 (0.186047)
				Validation: re(ce) = 0.439254 (0.132948)
			Epochs: 25
				Training: re(ce) = 0.290832 (0.084058)
				Test: re(ce) = 0.591279 (0.186047)
				Validation: re(ce) = 0.438093 (0.132948)
			Epochs: 26
				Training: re(ce) = 0.28809 (0.084058)
				Test: re(ce) = 0.58943 (0.180233)
				Validation: re(ce) = 0.440482 (0.138728)
			Epochs: 27
				Training: re(ce) = 0.289932 (0.0782609)
				Test: re(ce) = 0.580414 (0.197674)
				Validation: re(ce) = 0.448947 (0.138728)
			Epochs: 28
				Training: re(ce) = 0.288279 (0.0869565)
				Test: re(ce) = 0.593829 (0.186047)
				Validation: re(ce) = 0.437163 (0.127168)
			Epochs: 29
				Training: re(ce) = 0.286942 (0.0782609)
				Test: re(ce) = 0.588169 (0.19186)
				Validation: re(ce) = 0.448519 (0.138728)
			Epochs: 30
				Training: re(ce) = 0.286227 (0.0811594)
				Test: re(ce) = 0.591483 (0.19186)
				Validation: re(ce) = 0.445058 (0.144509)
			Epochs: 31
				Training: re(ce) = 0.309634 (0.0956522)
				Test: re(ce) = 0.619006 (0.186047)
				Validation: re(ce) = 0.432947 (0.144509)
		Достигнуто максимальное количество эпох
		Training completed:    4.234 s
		Training: re(ce) = 0.309634 (0.0956522)
		Validation: re(ce) = 0.432947 (0.144509)
		Test: re(ce) = 0.619006 (0.186047)
	Показатели МСП узла на обучающем множестве:
		regressError = 0.309634
		classError = 0.0956522
		numErrors = 33
		correct = 90.43
	Показатели МСП узла на тестовом множестве:
		regressError = 0.619006
		classError = 0.186047
		numErrors = 32
		correct = 81.40
	Показатели МСП узла на проверочном множестве:
		regressError = 0.432947
		classError = 0.144509
		numErrors = 2.500000e+001
		correct = 85.55
Запущен алгоритм формирования групп классов
mlp_net: Создан 1 слой
mlp_net: Создан 2 слой
	АФГК: итерация 1
			Epochs: 1
				Training: re(ce) = 0.120588 (0.130435)
				Test: re(ce) = 0.139635 (0.203488)
				Validation: re(ce) = 0.131298 (0.127168)
			Epochs: 2
				Training: re(ce) = 0.100724 (0.113043)
				Test: re(ce) = 0.130186 (0.19186)
				Validation: re(ce) = 0.104394 (0.127168)
			Epochs: 3
				Training: re(ce) = 0.0966176 (0.115942)
				Test: re(ce) = 0.130669 (0.19186)
				Validation: re(ce) = 0.102425 (0.127168)
			Epochs: 4
