
Запущен  ИНК
Запущен алгоритм формирования групп классов
mlp_net: Создан 1 слой
mlp_net: Создан 2 слой
	АФГК: итерация 1
			Epochs: 1
				Training: re(ce) = 0.0473634 (0.0752778)
				Test: re(ce) = 0.0497506 (0.0794444)
				Validation: re(ce) = 0.0428122 (0.0666667)
			Epochs: 2
				Training: re(ce) = 0.0464463 (0.0752778)
				Test: re(ce) = 0.0488845 (0.0794444)
				Validation: re(ce) = 0.0418085 (0.0666667)
			Epochs: 3
				Training: re(ce) = 0.0457136 (0.0752778)
				Test: re(ce) = 0.0480407 (0.0794444)
				Validation: re(ce) = 0.0411288 (0.0666667)
			Epochs: 4
				Training: re(ce) = 0.0451686 (0.0752778)
				Test: re(ce) = 0.0474856 (0.0794444)
				Validation: re(ce) = 0.0405919 (0.0666667)
			Epochs: 5
				Training: re(ce) = 0.0460124 (0.0752778)
				Test: re(ce) = 0.0483859 (0.0794444)
				Validation: re(ce) = 0.0410131 (0.0666667)
			Epochs: 6
				Training: re(ce) = 0.0438825 (0.0752778)
				Test: re(ce) = 0.0461273 (0.0794444)
				Validation: re(ce) = 0.0395062 (0.0666667)
		Достигнуто максимальное количество эпох
		Training completed:   10.109 s
		Training: re(ce) = 0.0438825 (0.0752778)
		Validation: re(ce) = 0.0395062 (0.0666667)
		Test: re(ce) = 0.0461273 (0.0794444)
	Осталось 3 уникальных классов:
	Показатели МСП узла на обучающем множестве:
		regressError = 0.0438825
		classError = 0.0752778
		numErrors = 271
		correct = 92.47
	Показатели МСП узла на тестовом множестве:
		regressError = 0.0461273
		classError = 0.0794444
		numErrors = 143
		correct = 92.06
	Показатели МСП узла на проверочном множестве:
		regressError = 0.0395062
		classError = 0.0666667
		numErrors = 120
		correct = 93.33
Уникальных классов 3
mlp_net: Создан 1 слой
mlp_net: Создан 2 слой
			Epochs: 1
				Training: re(ce) = 0.190635 (0.0752778)
				Test: re(ce) = 0.199762 (0.0794444)
				Validation: re(ce) = 0.171378 (0.0666667)
			Epochs: 2
				Training: re(ce) = 0.190346 (0.0752778)
				Test: re(ce) = 0.200288 (0.0794444)
				Validation: re(ce) = 0.169661 (0.0666667)
			Epochs: 3
				Training: re(ce) = 0.188664 (0.0752778)
				Test: re(ce) = 0.198259 (0.0794444)
				Validation: re(ce) = 0.169708 (0.0666667)
			Epochs: 4
				Training: re(ce) = 0.187512 (0.0752778)
				Test: re(ce) = 0.197346 (0.0794444)
				Validation: re(ce) = 0.168162 (0.0666667)
			Epochs: 5
				Training: re(ce) = 0.185599 (0.0752778)
				Test: re(ce) = 0.195357 (0.0794444)
				Validation: re(ce) = 0.166956 (0.0666667)
			Epochs: 6
				Training: re(ce) = 0.18426 (0.0752778)
				Test: re(ce) = 0.193974 (0.0794444)
				Validation: re(ce) = 0.166495 (0.0666667)
			Epochs: 7
				Training: re(ce) = 0.184202 (0.0752778)
				Test: re(ce) = 0.193913 (0.0794444)
				Validation: re(ce) = 0.165913 (0.0666667)
			Epochs: 8
				Training: re(ce) = 0.182653 (0.0752778)
				Test: re(ce) = 0.192385 (0.0794444)
				Validation: re(ce) = 0.164949 (0.0666667)
			Epochs: 9
				Training: re(ce) = 0.182311 (0.0752778)
				Test: re(ce) = 0.192239 (0.0794444)
				Validation: re(ce) = 0.164136 (0.0666667)
			Epochs: 10
				Training: re(ce) = 0.182418 (0.0752778)
				Test: re(ce) = 0.192042 (0.0794444)
				Validation: re(ce) = 0.163623 (0.0666667)
			Epochs: 11
				Training: re(ce) = 0.177669 (0.0752778)
				Test: re(ce) = 0.187139 (0.0794444)
				Validation: re(ce) = 0.159513 (0.0666667)
			Epochs: 12
				Training: re(ce) = 0.176176 (0.0752778)
				Test: re(ce) = 0.185287 (0.0794444)
				Validation: re(ce) = 0.157089 (0.0666667)
			Epochs: 13
				Training: re(ce) = 0.169949 (0.0752778)
				Test: re(ce) = 0.178945 (0.0794444)
				Validation: re(ce) = 0.152982 (0.0666667)
			Epochs: 14
				Training: re(ce) = 0.172763 (0.0733333)
				Test: re(ce) = 0.182924 (0.0783333)
				Validation: re(ce) = 0.15625 (0.065)
			Epochs: 15
				Training: re(ce) = 0.166207 (0.0725)
				Test: re(ce) = 0.173839 (0.0777778)
				Validation: re(ce) = 0.146499 (0.065)
			Epochs: 16
				Training: re(ce) = 0.162578 (0.0694444)
				Test: re(ce) = 0.169238 (0.0761111)
				Validation: re(ce) = 0.144719 (0.0638889)
			Epochs: 17
				Training: re(ce) = 0.158579 (0.0697222)
				Test: re(ce) = 0.165665 (0.0755556)
				Validation: re(ce) = 0.139618 (0.0644444)
			Epochs: 18
				Training: re(ce) = 0.159047 (0.0677778)
				Test: re(ce) = 0.167833 (0.0722222)
				Validation: re(ce) = 0.140198 (0.0611111)
			Epochs: 19
				Training: re(ce) = 0.167947 (0.065)
				Test: re(ce) = 0.17604 (0.0694444)
				Validation: re(ce) = 0.1506 (0.0588889)
			Epochs: 20
				Training: re(ce) = 0.1564 (0.0666667)
				Test: re(ce) = 0.162553 (0.0711111)
				Validation: re(ce) = 0.137207 (0.0605556)
			Epochs: 21
				Training: re(ce) = 0.155937 (0.0661111)
				Test: re(ce) = 0.16225 (0.0711111)
				Validation: re(ce) = 0.137416 (0.0611111)
			Epochs: 22
				Training: re(ce) = 0.156711 (0.0652778)
				Test: re(ce) = 0.164452 (0.07)
				Validation: re(ce) = 0.138023 (0.0588889)
			Epochs: 23
				Training: re(ce) = 0.156508 (0.0655556)
				Test: re(ce) = 0.162855 (0.07)
				Validation: re(ce) = 0.138529 (0.0594444)
			Epochs: 24
				Training: re(ce) = 0.153421 (0.0663889)
				Test: re(ce) = 0.159991 (0.0705556)
				Validation: re(ce) = 0.133163 (0.0605556)
			Epochs: 25
				Training: re(ce) = 0.154618 (0.0666667)
				Test: re(ce) = 0.160203 (0.0711111)
				Validation: re(ce) = 0.13389 (0.0611111)
			Epochs: 26
				Training: re(ce) = 0.155859 (0.0658333)
				Test: re(ce) = 0.160716 (0.07)
				Validation: re(ce) = 0.137198 (0.0611111)
			Epochs: 27
				Training: re(ce) = 0.158109 (0.0669444)
				Test: re(ce) = 0.163683 (0.0705556)
				Validation: re(ce) = 0.1364 (0.0611111)
			Epochs: 28
				Training: re(ce) = 0.155747 (0.0666667)
				Test: re(ce) = 0.1608 (0.0705556)
				Validation: re(ce) = 0.134716 (0.0616667)
			Epochs: 29
				Training: re(ce) = 0.150432 (0.065)
				Test: re(ce) = 0.157474 (0.07)
				Validation: re(ce) = 0.130817 (0.0594444)
			Epochs: 30
