
Запущен  ИНК
Запущен алгоритм формирования групп классов
mlp_net: Создан 1 слой
mlp_net: Создан 2 слой
	АФГК: итерация 1
			Epochs: 1
				Training: re(ce) = 0.0407744 (0.0428571)
				Test: re(ce) = 0.0511376 (0.0517241)
				Validation: re(ce) = 0.0342457 (0.0228571)
			Epochs: 2
				Training: re(ce) = 0.0357481 (0.04)
				Test: re(ce) = 0.0445203 (0.0517241)
				Validation: re(ce) = 0.029019 (0.0285714)
			Epochs: 3
				Training: re(ce) = 0.0366446 (0.0314286)
				Test: re(ce) = 0.0501026 (0.0517241)
				Validation: re(ce) = 0.0318726 (0.0171429)
			Epochs: 4
				Training: re(ce) = 0.0341551 (0.04)
				Test: re(ce) = 0.0466175 (0.045977)
				Validation: re(ce) = 0.0291334 (0.0171429)
			Epochs: 5
				Training: re(ce) = 0.0318145 (0.04)
				Test: re(ce) = 0.0393107 (0.045977)
				Validation: re(ce) = 0.0242587 (0.0171429)
			Epochs: 6
				Training: re(ce) = 0.0315472 (0.0342857)
				Test: re(ce) = 0.041669 (0.045977)
				Validation: re(ce) = 0.0250893 (0.0171429)
		Достигнуто максимальное количество эпох
		Training completed:    0.922 s
		Training: re(ce) = 0.0315472 (0.0342857)
		Validation: re(ce) = 0.0250893 (0.0171429)
		Test: re(ce) = 0.041669 (0.045977)
	Осталось 2 уникальных классов:
	Показатели МСП узла на обучающем множестве:
		regressError = 0.0315472
		classError = 0.0342857
		numErrors = 12
		correct = 96.57
	Показатели МСП узла на тестовом множестве:
		regressError = 0.041669
		classError = 0.045977
		numErrors = 8
		correct = 95.40
	Показатели МСП узла на проверочном множестве:
		regressError = 0.0250893
		classError = 0.0171429
		numErrors = 3
		correct = 98.29
Уникальных классов 2
mlp_net: Создан 1 слой
mlp_net: Создан 2 слой
			Epochs: 1
				Training: re(ce) = 0.164549 (0.0314286)
				Test: re(ce) = 0.195451 (0.0517241)
				Validation: re(ce) = 0.138912 (0.0342857)
			Epochs: 2
				Training: re(ce) = 0.117552 (0.0314286)
				Test: re(ce) = 0.155593 (0.0517241)
				Validation: re(ce) = 0.0998426 (0.0285714)
			Epochs: 3
				Training: re(ce) = 0.117315 (0.0228571)
				Test: re(ce) = 0.165824 (0.0517241)
				Validation: re(ce) = 0.101203 (0.0228571)
			Epochs: 4
				Training: re(ce) = 0.138121 (0.0314286)
				Test: re(ce) = 0.196144 (0.0632184)
				Validation: re(ce) = 0.120612 (0.0171429)
			Epochs: 5
				Training: re(ce) = 0.11851 (0.0228571)
				Test: re(ce) = 0.170156 (0.0517241)
				Validation: re(ce) = 0.101193 (0.0171429)
			Epochs: 6
				Training: re(ce) = 0.10933 (0.0257143)
				Test: re(ce) = 0.146715 (0.0517241)
				Validation: re(ce) = 0.0894052 (0.0285714)
			Epochs: 7
				Training: re(ce) = 0.108991 (0.0257143)
				Test: re(ce) = 0.14526 (0.0517241)
				Validation: re(ce) = 0.0883714 (0.0285714)
			Epochs: 8
				Training: re(ce) = 0.109702 (0.0257143)
				Test: re(ce) = 0.145038 (0.0517241)
				Validation: re(ce) = 0.0890648 (0.0285714)
			Epochs: 9
				Training: re(ce) = 0.109098 (0.0257143)
				Test: re(ce) = 0.143888 (0.0517241)
				Validation: re(ce) = 0.0877081 (0.0285714)
			Epochs: 10
				Training: re(ce) = 0.119291 (0.0342857)
				Test: re(ce) = 0.145058 (0.0517241)
				Validation: re(ce) = 0.0941954 (0.0285714)
			Epochs: 11
				Training: re(ce) = 0.109875 (0.0228571)
				Test: re(ce) = 0.154202 (0.0402299)
				Validation: re(ce) = 0.088606 (0.0171429)
			Epochs: 12
				Training: re(ce) = 0.12387 (0.0342857)
				Test: re(ce) = 0.147838 (0.0517241)
				Validation: re(ce) = 0.0986712 (0.0285714)
			Epochs: 13
				Training: re(ce) = 0.106522 (0.0228571)
				Test: re(ce) = 0.147179 (0.045977)
